variant_id,sample_id,condition_id,split,source_smiles,target_smiles
edit:multiproperty_edit:mpair_00001063_cond_00_2p,edit:multiproperty_edit:mpair_00001063_cond_00_2p,mpair_00001063_cond_00_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001063_cond_01_2p,edit:multiproperty_edit:mpair_00001063_cond_01_2p,mpair_00001063_cond_01_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001063_cond_02_3p,edit:multiproperty_edit:mpair_00001063_cond_02_3p,mpair_00001063_cond_02_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001064_cond_00_3p,edit:multiproperty_edit:mpair_00001064_cond_00_3p,mpair_00001064_cond_00_3p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001064_cond_01_2p,edit:multiproperty_edit:mpair_00001064_cond_01_2p,mpair_00001064_cond_01_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001064_cond_02_2p,edit:multiproperty_edit:mpair_00001064_cond_02_2p,mpair_00001064_cond_02_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001065_cond_00_2p,edit:multiproperty_edit:mpair_00001065_cond_00_2p,mpair_00001065_cond_00_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001065_cond_01_2p,edit:multiproperty_edit:mpair_00001065_cond_01_2p,mpair_00001065_cond_01_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001065_cond_02_2p,edit:multiproperty_edit:mpair_00001065_cond_02_2p,mpair_00001065_cond_02_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001067_cond_00_4p,edit:multiproperty_edit:mpair_00001067_cond_00_4p,mpair_00001067_cond_00_4p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001067_cond_01_2p,edit:multiproperty_edit:mpair_00001067_cond_01_2p,mpair_00001067_cond_01_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001067_cond_02_2p,edit:multiproperty_edit:mpair_00001067_cond_02_2p,mpair_00001067_cond_02_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001069_cond_00_2p,edit:multiproperty_edit:mpair_00001069_cond_00_2p,mpair_00001069_cond_00_2p,train,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001069_cond_01_2p,edit:multiproperty_edit:mpair_00001069_cond_01_2p,mpair_00001069_cond_01_2p,train,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001069_cond_02_2p,edit:multiproperty_edit:mpair_00001069_cond_02_2p,mpair_00001069_cond_02_2p,train,Cc1oc(-c2ccccc2)nc1COc1cccc(C(C)N(O)C(N)=O)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001070_cond_00_2p,edit:multiproperty_edit:mpair_00001070_cond_00_2p,mpair_00001070_cond_00_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001070_cond_01_2p,edit:multiproperty_edit:mpair_00001070_cond_01_2p,mpair_00001070_cond_01_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001070_cond_02_2p,edit:multiproperty_edit:mpair_00001070_cond_02_2p,mpair_00001070_cond_02_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001071_cond_00_2p,edit:multiproperty_edit:mpair_00001071_cond_00_2p,mpair_00001071_cond_00_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001071_cond_01_2p,edit:multiproperty_edit:mpair_00001071_cond_01_2p,mpair_00001071_cond_01_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001071_cond_02_2p,edit:multiproperty_edit:mpair_00001071_cond_02_2p,mpair_00001071_cond_02_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001072_cond_00_3p,edit:multiproperty_edit:mpair_00001072_cond_00_3p,mpair_00001072_cond_00_3p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001072_cond_01_2p,edit:multiproperty_edit:mpair_00001072_cond_01_2p,mpair_00001072_cond_01_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001072_cond_02_3p,edit:multiproperty_edit:mpair_00001072_cond_02_3p,mpair_00001072_cond_02_3p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001073_cond_00_4p,edit:multiproperty_edit:mpair_00001073_cond_00_4p,mpair_00001073_cond_00_4p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001073_cond_01_2p,edit:multiproperty_edit:mpair_00001073_cond_01_2p,mpair_00001073_cond_01_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001073_cond_02_4p,edit:multiproperty_edit:mpair_00001073_cond_02_4p,mpair_00001073_cond_02_4p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001074_cond_00_2p,edit:multiproperty_edit:mpair_00001074_cond_00_2p,mpair_00001074_cond_00_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001074_cond_01_2p,edit:multiproperty_edit:mpair_00001074_cond_01_2p,mpair_00001074_cond_01_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001074_cond_02_2p,edit:multiproperty_edit:mpair_00001074_cond_02_2p,mpair_00001074_cond_02_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001075_cond_00_2p,edit:multiproperty_edit:mpair_00001075_cond_00_2p,mpair_00001075_cond_00_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001075_cond_01_4p,edit:multiproperty_edit:mpair_00001075_cond_01_4p,mpair_00001075_cond_01_4p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001075_cond_02_2p,edit:multiproperty_edit:mpair_00001075_cond_02_2p,mpair_00001075_cond_02_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001076_cond_00_2p,edit:multiproperty_edit:mpair_00001076_cond_00_2p,mpair_00001076_cond_00_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001076_cond_01_3p,edit:multiproperty_edit:mpair_00001076_cond_01_3p,mpair_00001076_cond_01_3p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001076_cond_02_2p,edit:multiproperty_edit:mpair_00001076_cond_02_2p,mpair_00001076_cond_02_2p,train,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl
edit:multiproperty_edit:mpair_00001077_cond_00_5p,edit:multiproperty_edit:mpair_00001077_cond_00_5p,mpair_00001077_cond_00_5p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001077_cond_01_4p,edit:multiproperty_edit:mpair_00001077_cond_01_4p,mpair_00001077_cond_01_4p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001077_cond_02_5p,edit:multiproperty_edit:mpair_00001077_cond_02_5p,mpair_00001077_cond_02_5p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001078_cond_00_3p,edit:multiproperty_edit:mpair_00001078_cond_00_3p,mpair_00001078_cond_00_3p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001078_cond_01_5p,edit:multiproperty_edit:mpair_00001078_cond_01_5p,mpair_00001078_cond_01_5p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001078_cond_02_5p,edit:multiproperty_edit:mpair_00001078_cond_02_5p,mpair_00001078_cond_02_5p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001079_cond_00_3p,edit:multiproperty_edit:mpair_00001079_cond_00_3p,mpair_00001079_cond_00_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001079_cond_01_4p,edit:multiproperty_edit:mpair_00001079_cond_01_4p,mpair_00001079_cond_01_4p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001079_cond_02_2p,edit:multiproperty_edit:mpair_00001079_cond_02_2p,mpair_00001079_cond_02_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1Cl,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1
edit:multiproperty_edit:mpair_00001081_cond_00_2p,edit:multiproperty_edit:mpair_00001081_cond_00_2p,mpair_00001081_cond_00_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001081_cond_01_2p,edit:multiproperty_edit:mpair_00001081_cond_01_2p,mpair_00001081_cond_01_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001081_cond_02_3p,edit:multiproperty_edit:mpair_00001081_cond_02_3p,mpair_00001081_cond_02_3p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001082_cond_00_2p,edit:multiproperty_edit:mpair_00001082_cond_00_2p,mpair_00001082_cond_00_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001082_cond_01_3p,edit:multiproperty_edit:mpair_00001082_cond_01_3p,mpair_00001082_cond_01_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001082_cond_02_3p,edit:multiproperty_edit:mpair_00001082_cond_02_3p,mpair_00001082_cond_02_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cc(F)cc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001083_cond_00_2p,edit:multiproperty_edit:mpair_00001083_cond_00_2p,mpair_00001083_cond_00_2p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001083_cond_01_2p,edit:multiproperty_edit:mpair_00001083_cond_01_2p,mpair_00001083_cond_01_2p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001083_cond_02_3p,edit:multiproperty_edit:mpair_00001083_cond_02_3p,mpair_00001083_cond_02_3p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001084_cond_00_3p,edit:multiproperty_edit:mpair_00001084_cond_00_3p,mpair_00001084_cond_00_3p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001084_cond_01_2p,edit:multiproperty_edit:mpair_00001084_cond_01_2p,mpair_00001084_cond_01_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001084_cond_02_4p,edit:multiproperty_edit:mpair_00001084_cond_02_4p,mpair_00001084_cond_02_4p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001086_cond_00_4p,edit:multiproperty_edit:mpair_00001086_cond_00_4p,mpair_00001086_cond_00_4p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001086_cond_01_5p,edit:multiproperty_edit:mpair_00001086_cond_01_5p,mpair_00001086_cond_01_5p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001086_cond_02_5p,edit:multiproperty_edit:mpair_00001086_cond_02_5p,mpair_00001086_cond_02_5p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F
edit:multiproperty_edit:mpair_00001087_cond_00_2p,edit:multiproperty_edit:mpair_00001087_cond_00_2p,mpair_00001087_cond_00_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001087_cond_01_2p,edit:multiproperty_edit:mpair_00001087_cond_01_2p,mpair_00001087_cond_01_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001087_cond_02_2p,edit:multiproperty_edit:mpair_00001087_cond_02_2p,mpair_00001087_cond_02_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1
edit:multiproperty_edit:mpair_00001088_cond_00_2p,edit:multiproperty_edit:mpair_00001088_cond_00_2p,mpair_00001088_cond_00_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001088_cond_01_2p,edit:multiproperty_edit:mpair_00001088_cond_01_2p,mpair_00001088_cond_01_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001088_cond_02_2p,edit:multiproperty_edit:mpair_00001088_cond_02_2p,mpair_00001088_cond_02_2p,train,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C,Cc1oc(-c2ccc(F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001089_cond_00_2p,edit:multiproperty_edit:mpair_00001089_cond_00_2p,mpair_00001089_cond_00_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001089_cond_01_3p,edit:multiproperty_edit:mpair_00001089_cond_01_3p,mpair_00001089_cond_01_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001089_cond_02_3p,edit:multiproperty_edit:mpair_00001089_cond_02_3p,mpair_00001089_cond_02_3p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
edit:multiproperty_edit:mpair_00001090_cond_00_2p,edit:multiproperty_edit:mpair_00001090_cond_00_2p,mpair_00001090_cond_00_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001090_cond_01_2p,edit:multiproperty_edit:mpair_00001090_cond_01_2p,mpair_00001090_cond_01_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001090_cond_02_2p,edit:multiproperty_edit:mpair_00001090_cond_02_2p,mpair_00001090_cond_02_2p,train,COc1cc(CN(O)C(N)=O)cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001091_cond_00_2p,edit:multiproperty_edit:mpair_00001091_cond_00_2p,mpair_00001091_cond_00_2p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001091_cond_01_2p,edit:multiproperty_edit:mpair_00001091_cond_01_2p,mpair_00001091_cond_01_2p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001091_cond_02_2p,edit:multiproperty_edit:mpair_00001091_cond_02_2p,mpair_00001091_cond_02_2p,train,Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COc1cccc(CN(O)C(N)=O)c1,Cc1oc(-c2ccccc2)nc1COc1ccc(C(C)N(O)C(N)=O)cc1
edit:multiproperty_edit:mpair_00001093_cond_00_4p,edit:multiproperty_edit:mpair_00001093_cond_00_4p,mpair_00001093_cond_00_4p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001093_cond_01_4p,edit:multiproperty_edit:mpair_00001093_cond_01_4p,mpair_00001093_cond_01_4p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001093_cond_02_2p,edit:multiproperty_edit:mpair_00001093_cond_02_2p,mpair_00001093_cond_02_2p,train,NC(=S)N(O)Cc1cccc(OCc2coc(-c3ccc(F)cc3)n2)c1,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(CN(O)C(N)=O)c1
edit:multiproperty_edit:mpair_00001095_cond_00_2p,edit:multiproperty_edit:mpair_00001095_cond_00_2p,mpair_00001095_cond_00_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001095_cond_01_2p,edit:multiproperty_edit:mpair_00001095_cond_01_2p,mpair_00001095_cond_01_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001095_cond_02_2p,edit:multiproperty_edit:mpair_00001095_cond_02_2p,mpair_00001095_cond_02_2p,train,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1,NC(=O)N(O)Cc1ccc(OCc2coc(-c3ccccc3)n2)cc1
edit:multiproperty_edit:mpair_00001097_cond_00_2p,edit:multiproperty_edit:mpair_00001097_cond_00_2p,mpair_00001097_cond_00_2p,train,Cc1oc(-c2ccccc2)nc1COc1ccc(CN(O)C(N)=O)cc1F,COc1cc(CN(O)C(N)=O)ccc1OCc1nc(-c2ccccc2)oc1C
